Tipo nave (agrupado),TRG,Puerto origen,Puerto destino,Agencia,Sitio,Línea naviera,Servicio,service_time_hours,Calado arribo,Calado diff,covid_era,atraque_hour_sin,atraque_hour_cos,atraque_dayofweek_sin,atraque_dayofweek_cos,atraque_month_sin,atraque_month_cos
Container,90389,other_origins,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,45.833333333333336,11.1,0.6,during,0.965926,0.258819,-0.781831,0.62349,-0.5,-0.866025
Dry Bulk,33044,PUERTO MONTT,CALLAO,96566940-k - AGUNSA,Sitio 8,NON-LINER,NO SERVICE,89.16666666666667,10.205,4.455,during,0.866025,-0.5,0.0,1.0,-0.5,-0.866025
Container,141649,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,68.83333333333333,13.65,2.6,during,0.866025,-0.5,0.781831,0.62349,-0.5,-0.866025
Container,39905,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,30.666666666666668,12.05,0.15,during,-0.5,0.866025,0.781831,0.62349,-0.5,-0.866025
Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,47.3,9.82,2.31,during,-0.965926,-0.258819,0.781831,0.62349,-0.5,-0.866025
Container,50686,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,84Q ATACAMA FEEDER,10.533333333333331,9.0,0.0,during,1.0,0.0,-0.433884,-0.900969,-0.5,-0.866025
Liquid Bulk,16452,other_origins,QUINTERO,82728500-5 - IAN TAYLOR,Sitio 9,NON-LINER,NO SERVICE,11.5,7.1,0.2,during,-0.258819,0.965926,0.781831,0.62349,-0.5,-0.866025
Container,50885,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,84Q ATACAMA FEEDER,34.46666666666667,10.1,1.7,during,-0.866025,0.5,0.781831,0.62349,-0.5,-0.866025
Dry Bulk,34321,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,105.4,8.66,3.16,during,0.707107,0.707107,-0.433884,-0.900969,-0.5,-0.866025
Dry Bulk,23232,CALLAO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,71.6,10.54,5.44,during,0.965926,-0.258819,-0.781831,0.62349,-0.5,-0.866025
Vehicle Carrier,67264,MANZANILLO PANAMA,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,63.98333333333333,9.0,1.4,during,-0.5,0.866025,-0.974928,-0.222521,-0.5,-0.866025
Vehicle Carrier,71177,KWANGYANG,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,63.53333333333333,9.7,1.2,during,0.965926,0.258819,0.974928,-0.222521,-0.5,-0.866025
Container,6406,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,15.833333333333334,5.225,-1.045,during,0.866025,0.5,0.781831,0.62349,-0.5,-0.866025
Liquid Bulk,23221,QUINTERO,GUAYAQUIL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,10.7,6.35,0.1,during,-0.258819,0.965926,0.781831,0.62349,-0.5,-0.866025
Liquid Bulk,23221,QUINTERO,GUAYAQUIL,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,6.666666666666667,6.35,0.1,during,0.5,-0.866025,0.974928,-0.222521,-0.5,-0.866025
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 4/5,ULTRAGAS,CABOTAJE,48.53333333333333,6.195,-4.565,during,-0.5,0.866025,0.433884,-0.900969,-0.5,-0.866025
Container,94623,CALLAO,CALLAO,80925100-4 - SOMARCO,Sitio 4/5,COSCO GROUP,Eurosal,59.36666666666667,11.5,0.7,during,-0.258819,-0.965926,0.974928,-0.222521,-0.5,-0.866025
Container,101063,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,46.5,12.4,0.7,during,1.0,0.0,0.433884,-0.900969,-0.5,-0.866025
Container,43628,VALPARAISO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,35.583333333333336,6.8,-5.55,during,-0.866025,0.5,-0.433884,-0.900969,-0.5,-0.866025
Vehicle Carrier,59954,CALLAO,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,85.13333333333334,9.2,0.45,during,-0.5,0.866025,-0.433884,-0.900969,-0.5,-0.866025
Dry Bulk,24785,ANTOFAGASTA,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,88.03333333333333,6.75,0.595,during,0.5,0.866025,-0.974928,-0.222521,-0.5,-0.866025
Vehicle Carrier,45121,SANTOS - SP,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,15.016666666666667,7.95,0.0,during,0.0,-1.0,0.781831,0.62349,-0.866025,-0.5
Vehicle Carrier,60213,IQUIQUE,ULSAN,96566940-k - AGUNSA,Sitio 4/5,NYK,CAR CARRIERS,65.2,8.84,0.89,during,0.0,-1.0,-0.974928,-0.222521,-0.5,-0.866025
Container,91051,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,61.5,12.85,0.3,during,-0.258819,0.965926,-0.433884,-0.900969,-0.5,-0.866025
Container,37113,GUAYAQUIL,other_destinations,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,38.583333333333336,9.8,0.95,during,1.0,0.0,-0.974928,-0.222521,-0.5,-0.866025
Dry Bulk,25303,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,66.0,8.82,2.61,during,-0.866025,0.5,0.781831,0.62349,-0.866025,-0.5
Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,24.58333333333333,4.75,-1.75,during,-0.707107,0.707107,0.433884,-0.900969,-0.5,-0.866025
Container,39106,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,35.25,12.05,0.5,during,-0.5,0.866025,-0.781831,0.62349,-0.5,-0.866025
Container,6406,LIRQUEN,other_destinations,80992000-3 - ULTRAMAR,Sitio 3,TRANSMARES,CABOTAJE SUR,24.166666666666668,5.325,-1.475,during,-0.707107,0.707107,0.781831,0.62349,-0.866025,-0.5
Dry Bulk,32837,CORONEL,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,54.75,7.175,1.725,during,-0.866025,-0.5,-0.433884,-0.900969,-0.866025,-0.5
Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,68.58333333333333,13.1,11.6,during,-0.258819,0.965926,0.781831,0.62349,-0.5,-0.866025
Liquid Bulk,12105,CALLAO,PARANAGUA - PR,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,4.25,7.4,0.6,during,-1.0,-0.0,-0.974928,-0.222521,-0.5,-0.866025
Vehicle Carrier,55680,other_origins,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,71.75,8.75,1.6,during,0.0,1.0,0.974928,-0.222521,-0.5,-0.866025
Liquid Bulk,12105,CALLAO,PARANAGUA - PR,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,14.533333333333331,7.4,0.6,during,0.707107,-0.707107,-0.781831,0.62349,-0.5,-0.866025
General Cargo,21192,other_origins,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,52.333333333333336,9.88,4.77,during,0.258819,-0.965926,-0.781831,0.62349,-0.5,-0.866025
General Cargo,21192,other_origins,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,31.25,9.88,4.77,during,-0.965926,0.258819,0.433884,-0.900969,-0.5,-0.866025
Container,92293,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,70.5,13.0,0.4,during,-0.707107,-0.707107,0.781831,0.62349,-0.866025,-0.5
Liquid Bulk,12105,CALLAO,PARANAGUA - PR,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,8.5,7.4,0.6,during,0.258819,-0.965926,0.781831,0.62349,-0.5,-0.866025
Container,141649,CALLAO,MANZANILLO - MX,96707720-8 - MSC,Sitio 1,MSC,Andes,99.35,13.2,1.3,during,-1.0,-0.0,-0.433884,-0.900969,-0.866025,-0.5
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 4/5,ULTRAGAS,CABOTAJE,41.63333333333333,6.5,-4.52,during,0.866025,0.5,-0.974928,-0.222521,-0.5,-0.866025
Vehicle Carrier,68701,ARICA,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,76.58333333333333,7.9,1.25,during,0.866025,-0.5,0.974928,-0.222521,-0.866025,-0.5
Container,113042,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,63.91666666666666,13.5,0.85,during,0.866025,-0.5,-0.433884,-0.900969,-0.5,-0.866025
Dry Bulk,24604,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,55.833333333333336,9.6,4.035,during,-0.5,-0.866025,0.781831,0.62349,-0.5,-0.866025
Container,90507,CALLAO,HONG KONG,96566940-k - AGUNSA,Sitio 2,YANG MING,WSA6,46.91666666666666,11.8,0.9,during,-0.707107,0.707107,0.781831,0.62349,-0.5,-0.866025
Dry Bulk,24785,ANTOFAGASTA,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,48.16666666666666,7.45,1.59,during,-0.258819,0.965926,-0.781831,0.62349,-0.866025,-0.5
Dry Bulk,24785,ANTOFAGASTA,BALBOA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,30.03333333333333,7.45,1.59,during,-0.707107,-0.707107,0.433884,-0.900969,-0.866025,-0.5
Dry Bulk,31877,ROSARIO,BALBOA,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,115.0,11.64,3.825,during,0.0,1.0,-0.433884,-0.900969,-0.5,-0.866025
Container,140976,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,87.83333333333333,13.1,2.2,during,-0.707107,0.707107,-0.433884,-0.900969,-0.5,-0.866025
Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,Eurosal,73.03333333333333,10.325,2.425,during,0.866025,0.5,0.0,1.0,-0.866025,-0.5
Container,90757,CALLAO,HONG KONG,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA,59.75,10.35,0.8,during,0.965926,0.258819,0.974928,-0.222521,-0.866025,-0.5
Vehicle Carrier,37237,SHANGHAI,SHANGHAI,80925100-4 - SOMARCO,Sitio 4/5,NON-LINER,NO SERVICE,52.81666666666667,7.2,0.7,during,-0.5,-0.866025,-0.974928,-0.222521,-0.866025,-0.5
Dry Bulk,24785,ANTOFAGASTA,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,66.95,7.545,1.83,during,0.965926,0.258819,-0.974928,-0.222521,-0.866025,-0.5
Container,50686,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,84Q ATACAMA FEEDER,31.55,10.2,0.7,during,1.0,0.0,0.974928,-0.222521,-0.866025,-0.5
Container,53481,ANTOFAGASTA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,25.75,11.0,-1.0,during,-0.866025,0.5,-0.433884,-0.900969,-0.866025,-0.5
Liquid Bulk,16232,QUINTERO,MATARANI,82728500-5 - IAN TAYLOR,Sitio 9,NON-LINER,NO SERVICE,20.95,5.6,0.2,during,0.258819,0.965926,-0.781831,0.62349,-0.866025,-0.5
Liquid Bulk,16232,QUINTERO,MATARANI,82728500-5 - IAN TAYLOR,Sitio 3,NON-LINER,NO SERVICE,8.25,5.6,0.2,during,-0.258819,0.965926,0.0,1.0,-0.866025,-0.5
Vehicle Carrier,57566,CALLAO,YOKOHAMA - KANAGAWA,96566940-k - AGUNSA,Sitio 4/5,other_liners,NO SERVICE,38.2,8.0,0.7,during,1.0,0.0,-0.974928,-0.222521,-0.866025,-0.5
Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,34.61666666666667,10.6,2.1,during,-0.866025,0.5,-0.974928,-0.222521,-0.866025,-0.5
Vehicle Carrier,65697,KWANGYANG,IQUIQUE,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,86.16666666666667,9.15,1.2,during,-0.707107,0.707107,-0.781831,0.62349,-0.866025,-0.5
Dry Bulk,23548,CALLAO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,174.91666666666666,9.925,4.7,during,0.707107,0.707107,-0.974928,-0.222521,-0.866025,-0.5
Container,48338,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,84Q ATACAMA FEEDER,33.083333333333336,9.85,1.4,during,0.965926,-0.258819,0.781831,0.62349,-0.866025,-0.5
Container,92293,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,77.16666666666667,13.1,1.1,during,-0.5,0.866025,0.974928,-0.222521,-0.866025,-0.5
Dry Bulk,23269,SAN LORENZO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,59.16666666666666,8.675,3.825,during,0.965926,-0.258819,-0.433884,-0.900969,-0.866025,-0.5
Container,90757,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,45.5,13.35,0.85,during,-0.258819,0.965926,-0.974928,-0.222521,-0.866025,-0.5
Dry Bulk,31532,PUERTO MONTT,BALBOA,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,110.75,8.985,3.515,during,-0.965926,0.258819,-0.781831,0.62349,-0.866025,-0.5
Dry Bulk,35832,SAN LORENZO,SAN LORENZO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,101.58333333333331,10.915,5.115,during,0.0,1.0,0.0,1.0,-0.866025,-0.5
Vehicle Carrier,51671,SHANGHAI,SHANGHAI,80925100-4 - SOMARCO,Sitio 4/5,NON-LINER,NO SERVICE,80.1,8.9,1.25,during,0.965926,0.258819,0.781831,0.62349,-0.866025,-0.5
Container,90757,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,125.0,13.2,0.65,during,0.866025,-0.5,-0.974928,-0.222521,-0.866025,-0.5
Container,140096,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,48.5,13.05,2.775,during,1.0,0.0,0.0,1.0,-0.866025,-0.5
Vehicle Carrier,58767,MONTEVIDEO,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,43.36666666666667,8.95,1.0,during,-0.866025,-0.5,0.433884,-0.900969,-0.866025,-0.5
Container,140096,CALLAO,CORONEL,96707720-8 - MSC,Sitio 1,MSC,Andes,32.166666666666664,13.05,2.775,during,-0.258819,0.965926,0.433884,-0.900969,-0.866025,-0.5
Dry Bulk,24658,LIRQUEN,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 4/5,NON-LINER,NO SERVICE,71.25,6.135,0.56,during,0.5,-0.866025,0.974928,-0.222521,-0.866025,-0.5
Container,39106,ARICA,other_destinations,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,8.75,9.85,1.525,during,0.866025,0.5,0.0,1.0,-0.866025,-0.5
Container,39106,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,19.33333333333333,11.9,0.075,during,-0.965926,-0.258819,0.433884,-0.900969,-0.866025,-0.5
Container,39106,ARICA,other_destinations,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,23.3,9.85,1.525,during,-0.5,-0.866025,-0.433884,-0.900969,-0.866025,-0.5
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,20.25,6.415,-4.825,during,0.258819,0.965926,0.0,1.0,-0.866025,-0.5
Vehicle Carrier,55719,BALBOA,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,99.41666666666669,8.55,1.7,during,1.0,0.0,0.433884,-0.900969,-0.866025,-0.5
Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,30.866666666666667,10.775,2.275,during,0.965926,-0.258819,0.0,1.0,-0.866025,-0.5
Vehicle Carrier,57692,SHANGHAI,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,67.58333333333333,8.9,1.5,during,0.707107,-0.707107,0.0,1.0,-0.866025,-0.5
Container,96386,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,77.0,11.0,0.4,during,0.965926,-0.258819,0.974928,-0.222521,-0.866025,-0.5
Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,HAPAG-LLOYD CHILE SPA,Eurosal,95.78333333333332,9.8,-0.325,during,0.5,-0.866025,0.781831,0.62349,-0.866025,-0.5
Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,71.43333333333334,10.3,-0.45,during,0.866025,0.5,0.974928,-0.222521,-0.866025,-0.5
Dry Bulk,36313,other_origins,PANAMA CITY,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,111.5,10.78,5.23,during,0.707107,-0.707107,0.433884,-0.900969,-0.866025,-0.5
Liquid Bulk,11773,QUINTERO,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,39.36666666666667,7.93,-0.02,during,0.258819,-0.965926,0.433884,-0.900969,-0.866025,-0.5
Dry Bulk,23548,CALLAO,SAN ANTONIO - CL,78986820-4 - B&M,C2,NON-LINER,NO SERVICE,40.583333333333336,9.925,4.7,during,0.0,-1.0,-0.974928,-0.222521,-0.866025,-0.5
Liquid Bulk,14965,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,16.366666666666667,5.8,0.3,during,-0.965926,-0.258819,0.974928,-0.222521,-0.866025,-0.5
Vehicle Carrier,59060,SANTOS - SP,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,56.083333333333336,9.3,1.0,during,0.258819,-0.965926,0.0,1.0,-0.866025,-0.5
Dry Bulk,23426,NEW ORLEANS INT. APT,PUERTO MONTT,78986820-4 - B&M,Sitio 8,NON-LINER,NO SERVICE,54.833333333333336,9.635,3.67,during,0.5,0.866025,0.781831,0.62349,-0.866025,-0.5
Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,62.833333333333336,12.55,0.95,during,0.965926,-0.258819,0.0,1.0,-0.866025,-0.5
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,ULTRAGAS,CABOTAJE,23.83333333333333,6.415,-4.825,during,0.5,-0.866025,0.974928,-0.222521,-0.866025,-0.5
Container,6385,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,32.45,4.9,-3.05,during,-0.258819,-0.965926,-0.781831,0.62349,-0.866025,-0.5
Dry Bulk,24933,GUAYAQUIL,BALBOA,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,89.15,9.83,4.28,during,1.0,0.0,-0.974928,-0.222521,-0.866025,-0.5
Container,51364,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,28.416666666666668,12.8,-0.15,during,0.866025,-0.5,-0.974928,-0.222521,-0.866025,-0.5
Dry Bulk,24658,LIRQUEN,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,47.833333333333336,6.135,0.56,during,0.707107,-0.707107,-0.974928,-0.222521,-0.866025,-0.5
Container,108069,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,38.95,12.95,0.665,during,-0.5,-0.866025,-0.974928,-0.222521,-0.866025,-0.5
Container,91499,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 4/5,COSCO GROUP,WSA3,19.45,12.5,-0.55,during,0.866025,-0.5,0.0,1.0,-0.866025,-0.5
Container,98882,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,51.66666666666666,13.0,1.5,during,-0.258819,0.965926,0.0,1.0,-0.866025,-0.5
Container,39905,ARICA,PUERTO MADRYN,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,U4Gabac,22.416666666666668,10.0,0.85,during,-0.5,0.866025,0.781831,0.62349,-0.866025,-0.5
General Cargo,9772,VALPARAISO,ANGAMOS,76902117-5 - MTA,Sitio 4/5,NON-LINER,NO SERVICE,60.11666666666667,5.55,-0.25,during,0.5,0.866025,0.0,1.0,-0.866025,-0.5
Container,50885,SAN VICENTE,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,84Q ATACAMA FEEDER,23.33333333333333,11.1,0.0,during,0.965926,-0.258819,0.974928,-0.222521,-1.0,-0.0
Container,39905,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,21.3,11.0,-0.45,during,0.866025,-0.5,-0.433884,-0.900969,-1.0,-0.0
Container,95256,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,CMA CGM,Eurosal,66.03333333333333,10.8,-1.4,during,-0.707107,-0.707107,0.974928,-0.222521,-0.866025,-0.5
Container,94440,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,CMA CGM,Eurosal,74.28333333333333,11.35,0.025,during,-0.866025,0.5,0.781831,0.62349,-0.866025,-0.5
Vehicle Carrier,58250,MEJILLONES,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,WWO,WCSA,43.86666666666667,9.2,1.5,during,-0.707107,0.707107,0.974928,-0.222521,-1.0,-0.0
Container,50686,ARICA,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,84Q ATACAMA FEEDER,11.033333333333331,9.55,0.775,during,1.0,0.0,0.781831,0.62349,-0.866025,-0.5
Container,141754,CORONEL,MANZANILLO - MX,96707720-8 - MSC,Sitio 1,MSC,Andes,85.33333333333333,14.0,2.6,during,-0.258819,0.965926,0.974928,-0.222521,-1.0,-0.0
Container,91499,LIRQUEN,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 2,COSCO GROUP,WSA3,37.05,12.5,-0.55,during,0.965926,-0.258819,-0.974928,-0.222521,-1.0,-0.0
Liquid Bulk,14965,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 3,NON-LINER,NO SERVICE,9.0,5.35,-0.2,during,0.965926,0.258819,0.433884,-0.900969,-1.0,-0.0
Liquid Bulk,14965,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,10.5,5.35,-0.2,during,-0.707107,-0.707107,0.433884,-0.900969,-1.0,-0.0
Container,6406,LIRQUEN,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,25.5,6.495,-0.605,during,0.866025,0.5,0.433884,-0.900969,-1.0,-0.0
Dry Bulk,24933,GUAYAQUIL,BALBOA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,18.933333333333334,9.83,4.28,during,0.866025,-0.5,0.433884,-0.900969,-1.0,-0.0
Dry Bulk,24785,ANTOFAGASTA,BALBOA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,46.05,7.545,1.83,during,0.866025,0.5,0.0,1.0,-1.0,-0.0
Vehicle Carrier,72295,ARICA,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,83.56666666666666,9.5,1.25,during,0.707107,-0.707107,-0.974928,-0.222521,-1.0,-0.0
Container,76185,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,73.2,12.5,1.24,during,-0.5,0.866025,-0.781831,0.62349,-1.0,-0.0
Dry Bulk,7460,BARQUITO,BARQUITO,96566940-k - AGUNSA,Sitio 3,NON-LINER,NO SERVICE,102.58333333333331,7.05,1.9,during,0.866025,0.5,-0.974928,-0.222521,-0.866025,-0.5
Container,93702,SAN VICENTE,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,54.5,11.3,0.6,during,0.707107,-0.707107,0.974928,-0.222521,-1.0,-0.0
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 4/5,ULTRAGAS,CABOTAJE,39.3,6.645,-4.355,during,-1.0,-0.0,0.974928,-0.222521,-0.866025,-0.5
Container,99998,CALLAO,HONG KONG,80992000-3 - ULTRAMAR,Sitio 2,EVERGREEN,WSA,104.33333333333331,11.95,0.75,during,-0.5,0.866025,0.0,1.0,-0.866025,-0.5
Container,113042,CORONEL,CALLAO,96566940-k - AGUNSA,Sitio 1,ONE,AX2,102.0,13.8,2.3,during,0.0,-1.0,-0.781831,0.62349,-0.866025,-0.5
Container,113042,CORONEL,MANZANILLO - MX,96566940-k - AGUNSA,Sitio 1,ONE,AX2,64.71666666666667,14.0,1.0,during,-0.5,-0.866025,-0.781831,0.62349,-1.0,-0.0
Vehicle Carrier,57542,CALLAO,YOKOHAMA - KANAGAWA,96566940-k - AGUNSA,Sitio 4/5,NYK,USCX,32.416666666666664,9.0,1.05,during,-0.258819,0.965926,0.781831,0.62349,-1.0,-0.0
Container,43628,CALLAO,BALBOA,82728500-5 - IAN TAYLOR,Sitio 4/5,MAERSK LINE,CLX,34.56666666666667,10.75,-0.25,during,1.0,0.0,0.974928,-0.222521,-1.0,-0.0
Dry Bulk,36106,ROSARIO,PANAMA CITY,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,76.75,10.99,5.065,during,0.5,0.866025,0.0,1.0,-0.866025,-0.5
